Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
Hon.	Nehls	Troy		O	TX22	2024	9/10/2025	10072372
Hon.	Nehls	Troy		X	TX22	2024	6/2/2025	8221083
	Neill	Reilly		C	MT02	2024	10/31/2024	10062999
	Nembhard	Travis		C	VA10	2024	5/15/2024	10060979
Hon.	Newhouse	Dan		O	WA04	2024	5/14/2025	10067441
Hon.	Newhouse	Dan		P	WA04	2024	4/25/2024	20024917
	Nez	Jonathan Michael		C	AZ02	2024	5/15/2024	10060105
	Nichelson	Larry		D	CA11	2024	3/8/2024	40003615
	Niemeyer	Randell C.		C	IN01	2024	5/14/2024	10057741
	Nieves	Austin P.		C	OK04	2024	5/13/2024	10060707
Hon.	Norcross	Donald W.		O	NJ01	2024	8/13/2025	10071989
Hon.	Norcross	Donald W.		X	NJ01	2024	5/9/2025	8220879
Hon.	Norman	Ralph W.	Jr.	O	SC05	2024	8/13/2025	10066819
Hon.	Norman	Ralph W.	Jr.	X	SC05	2024	4/28/2025	30022870
Hon.	Norton	Eleanor Holmes		O	DC00	2024	5/7/2025	10066887
Hon.	Norton	Eleanor Holmes		P	DC00	2024	4/15/2024	20024876
Hon.	Norton	Eleanor Holmes		P	DC00	2024	5/13/2024	20025052
Hon.	Norton	Eleanor Holmes		P	DC00	2024	5/13/2024	20025053
Hon.	Norton	Eleanor Holmes		P	DC00	2024	5/21/2024	20025107
Hon.	Norton	Eleanor Holmes		P	DC00	2024	9/5/2024	20025789
	Nouri	Preston		C	PA16	2024	8/13/2024	10060149
	Nouri	Preston		X	PA16	2024	5/14/2024	30021291
	Noveletsky	Hollie T.		C	NH01	2024	8/10/2024	10057695
	Noveletsky	Hollie T.		X	NH01	2024	4/23/2024	30019821
Hon.	Nunn	Zach		O	IA03	2024	8/13/2025	10065704
Hon.	Nunn	Zach		X	IA03	2024	4/15/2025	30022564
	Nunnally	Simeon		X	GA13	2024	7/16/2024	30022396
	Nytes	Aaron		D	WI03	2024	4/18/2024	40003624
Hon.	Obernolte	Jay		O	CA23	2024	4/16/2025	10066012
	O'Brien	Michael James		W	PA10	2024	4/25/2024	7948
	O'Brien	Michael James		X	PA10	2024	4/23/2024	30019820
Hon.	Ocasio-Cortez	Alexandria		O	NY14	2024	8/20/2025	10066093
Hon.	Ocasio-Cortez	Alexandria		X	NY14	2024	4/16/2025	30022671
	O'Connell	Austin Luther		C	CO03	2024	5/13/2024	10060740
	Oddo	Joseph		D	SC06	2024	5/15/2024	40003649
	O'Donnell	Marty		C	NV03	2024	5/12/2024	10059729
Hon.	Ogles	Andy		O	TN05	2024	8/13/2025	10068701
Hon.	Ogles	Andy		X	TN05	2024	5/14/2025	30023718
	O'Hara	Tim		C	OH02	2024	2/18/2024	10056590
Dr.	Olszewski	Johnny Anthony	Jr.	C	MD02	2024	4/6/2024	10056884
Hon.	Olszewski	Johnny Anthony		A	MD02	2024	5/15/2025	10068340
Hon.	Olszewski	Johnny Anthony		A	MD02	2024	5/15/2026	10075947
Hon.	Olszewski	Johnny Anthony		A	MD02	2024	5/15/2026	10075946
Hon.	Olszewski	Johnny Anthony		H	MD02	2024	5/15/2025	10067696
Hon.	Omar	Ilhan		A	MN05	2024	3/26/2026	10073338
Hon.	Omar	Ilhan		O	MN05	2024	5/14/2025	10068415
	Onder	Robert For	Jr.	C	MO03	2024	7/7/2024	10060396
	Onder	Robert For	Jr.	X	MO03	2024	5/14/2024	30021415
Hon.	Onder	Robert For		H	MO03	2024	8/13/2025	10066776
Hon.	Onder	Robert For		X	MO03	2024	4/26/2025	30022856
	Orr	Patrick		C	SC03	2024	2/21/2024	10056806
	Orwig	Teresa		C	OR03	2024	4/14/2024	10056977
	Owen	Peter		W	FL13	2024	4/29/2024	7951
Hon.	Owens	Burgess		O	UT04	2024	8/11/2025	10066484
Hon.	Owens	Burgess		X	UT04	2024	4/22/2025	30022760
	Padora	John J.	Jr.	C	CO04	2024	5/3/2024	10059732
Hon.	Pallone	Frank	Jr.	O	NJ06	2024	5/14/2025	10066248
Hon.	Palmer	Gary		O	AL06	2024	5/5/2025	10066690
	Pan	David		C	CA46	2024	5/12/2024	10060418
Hon.	Panetta	Jimmy		O	CA19	2024	5/13/2025	10066174
Hon.	Pappas	Chris		O	NH01	2024	8/2/2025	10068162
Hon.	Pappas	Chris		X	NH01	2024	5/12/2025	30023447
Mr.	Parrott	Neil Conrad		C	MD06	2024	4/19/2024	10058770
Mr.	Pastorius	David A.		D	OH09	2024	2/29/2024	40003611
	Patel	Bhavini		X	PA12	2024	5/17/2024	30022171
	Patronis	Jimmy	Jr.	C	FL01	2024	1/27/2025	10063221
Hon.	Patronis	Jimmy	Jr.	H	FL01	2024	8/4/2025	10067098
Hon.	Paulina Luna	Anna		O	FL13	2024	7/24/2025	10068787
Hon.	Paulina Luna	Anna		P	FL13	2024	1/29/2024	8220118
Hon.	Paulina Luna	Anna		P	FL13	2024	5/20/2024	20025103
Hon.	Paulina Luna	Anna		X	FL13	2024	5/14/2025	30023761
	Pautsch	David Alfred		C	IA01	2024	5/9/2024	10060412
	Peacock	Jeff		C	FL01	2024	12/28/2024	10063207
Hon.	Pelosi	Nancy		O	CA11	2024	5/15/2025	10066169
Hon.	Pelosi	Nancy		P	CA11	2024	2/23/2024	20024542
Hon.	Pelosi	Nancy		P	CA11	2024	3/21/2024	20024625
Hon.	Pelosi	Nancy		P	CA11	2024	7/2/2024	20025368
Hon.	Pelosi	Nancy		P	CA11	2024	7/30/2024	20025535
Hon.	Pelosi	Nancy		P	CA11	2024	9/11/2024	20025819
Dr.	Pennie	Demetrick Tre Dr		C	TX03	2024	4/25/2024	10059181
	Perelman	Jennifer Pilchick		C	FL25	2024	7/13/2024	10062406
	Perelman	Jennifer Pilchick		X	FL25	2024	5/1/2024	8220244
	Perras	Brian		C	FL15	2024	4/12/2024	10057000
Hon.	Perry	Scott		O	PA10	2024	7/15/2025	10068827
Hon.	Perry	Scott		X	PA10	2024	5/14/2025	30023786
	Peters	John		C	FL14	2024	4/19/2024	10058839
Hon.	Peters	Scott H.		O	CA50	2024	8/11/2025	10067117
Hon.	Peters	Scott H.		P	CA50	2024	1/22/2024	20024316
Hon.	Peters	Scott H.		P	CA50	2024	2/15/2024	20024477
Hon.	Peters	Scott H.		P	CA50	2024	3/11/2024	20024662
Hon.	Peters	Scott H.		P	CA50	2024	4/17/2024	20024837
Hon.	Peters	Scott H.		P	CA50	2024	5/13/2024	20025037
Hon.	Peters	Scott H.		P	CA50	2024	6/25/2024	20025285
Hon.	Peters	Scott H.		P	CA50	2024	7/15/2024	20025424
Hon.	Peters	Scott H.		P	CA50	2024	8/7/2024	20025576
Hon.	Peters	Scott H.		P	CA50	2024	9/12/2024	20025827
Hon.	Peters	Scott H.		P	CA50	2024	10/16/2024	20026016
Hon.	Peters	Scott H.		P	CA50	2024	11/15/2024	20026188
Hon.	Peters	Scott H.		P	CA50	2024	12/16/2024	20026393
Hon.	Peters	Scott H.		X	CA50	2024	5/1/2025	30022980
	Peterson	Timothy L.		C	MN05	2024	5/13/2024	10059946
Hon.	Pettersen	Brittany Louise		O	CO07	2024	8/13/2025	10066108
Hon.	Pettersen	Brittany Louise		X	CO07	2024	4/16/2025	30022677
Mr.	Pfenninger	Ryan Seth		C	IN05	2024	4/5/2024	8220199
Hon.	Pfluger	August Lee	II	O	TX11	2024	8/13/2025	10066262
Hon.	Pfluger	August Lee	II	X	TX11	2024	5/11/2025	30023325
	Phelen	Christopher David		W	CO04	2024	5/28/2024	7982
	Phelen	Christopher David		X	CO04	2024	5/17/2024	30022153
Hon.	Phillips	Dean		B	MN03	2024	1/30/2024	8220117
Hon.	Phillips	Dean		B	MN03	2024	4/26/2024	8220232
Hon.	Phillips	Dean		B	MN03	2024	7/23/2024	8220560
Hon.	Phillips	Dean		B	MN03	2024	10/15/2024	8220662
Hon.	Phillips	Dean		P	MN03	2024	6/20/2024	20025240
Hon.	Phillips	Dean		P	MN03	2024	8/1/2024	20025466
	Pickard	Ronald		C	VI00	2024	6/17/2024	10062075
	Pickett	Deborah A.		C	IN05	2024	9/24/2024	10062960
Hon.	Pingree	Chellie		O	ME01	2024	5/7/2025	10066930
Hon.	Pingree	Chellie		P	ME01	2024	2/6/2024	20024446
Hon.	Pingree	Chellie		P	ME01	2024	4/10/2024	20024846
Hon.	Pingree	Chellie		P	ME01	2024	5/8/2024	20025006
Hon.	Pingree	Chellie		P	ME01	2024	7/2/2024	20025371
Hon.	Pingree	Chellie		P	ME01	2024	9/5/2024	20025785
Hon.	Pingree	Chellie		P	ME01	2024	11/13/2024	20026150
	Piper	Mark		C	FL20	2024	7/17/2024	10062486
	Pittman	Bernadette		W	FL01	2024	1/29/2025	7997
	Pivnick	Lawrence Allen		D	TN08	2024	8/15/2024	8220622
Hon.	Plaskett	Stacey		O	VI00	2024	5/16/2025	10069175
Hon.	Plaskett	Stacey		X	VI00	2024	5/15/2025	30023991
	Plumer	Tayla		C	FL01	2024	3/8/2025	10063491
Hon.	Pocan	Mark		O	WI02	2024	7/31/2025	10066960
Hon.	Pocan	Mark		P	WI02	2024	3/28/2024	20024758
Hon.	Pocan	Mark		X	WI02	2024	4/29/2025	30022926
Mr.	Pombo	Tony J		C	OH10	2024	3/19/2024	10056875
Mr.	Pons	Michael Louis		C	GA11	2024	5/13/2024	10060753
	Portantino	Anthony		C	CA30	2024	5/5/2024	10059797
	Pou	Nelida		C	NJ09	2024	9/24/2024	10062958
Hon.	Pou	Nelida		A	NJ09	2024	5/15/2025	10068928
Hon.	Pou	Nelida		H	NJ09	2024	5/15/2025	10067819
	Powell	Rhonda M.		C	MI10	2024	5/15/2024	10061624
	Prabhudoss	John		C	VA07	2024	1/25/2024	10056641
	Prescott	Russell		C	NH01	2024	5/15/2024	10061370
Hon.	Pressley	Ayanna		A	MA07	2024	2/12/2026	10072490
Hon.	Pressley	Ayanna		O	MA07	2024	5/15/2025	10067354
	Propst	Edwin Kenneth		C	MP01	2024	6/11/2024	10061007
	Propst	Edwin Kenneth		X	MP01	2024	5/17/2024	30021678
	Pruett	Dasha		C	PA05	2024	2/22/2024	10056666
	Puffett	Jody Marie		C	IA02	2024	9/5/2024	10062879
	Puffett	Jody Marie		D	IA02	2024	9/7/2024	8220633
	Pugh	Pamela L.		C	MI08	2024	5/15/2024	10060667
	Qarni	Atif		C	VA10	2024	4/29/2024	10059286
Hon.	Quigley	Mike		O	IL05	2024	5/15/2025	8221140
	Quinones	John		C	FL09	2024	5/15/2024	10061542
	Raatz	Jeff		C	IN06	2024	4/5/2024	10056929
	Rahm	Tayler		C	MN02	2024	6/14/2024	10062265
	Rahm	Tayler		X	MN02	2024	5/15/2024	8220399
Hon.	Ramirez	Delia		O	IL03	2024	7/22/2025	10066100
Hon.	Ramirez	Delia		X	IL03	2024	4/16/2025	30022673
Mrs.	Ramirez Morales	Viviana		D	PR00	2024	4/11/2024	40003621
	Randall	Emily		C	WA06	2024	5/17/2024	10061902
Hon.	Randall	Emily		A	WA06	2024	8/13/2026	10081678
Hon.	Randall	Emily		H	WA06	2024	8/11/2025	10066553
Hon.	Randall	Emily		X	WA06	2024	4/23/2025	30022786
Hon.	Raskin	Jamie		A	MD08	2024	8/8/2025	9115578
Hon.	Raskin	Jamie		O	MD08	2024	5/15/2025	10068086
Hon.	Raskin	Jamie		P	MD08	2024	7/12/2024	20025439
	Ratevosian	Jirair		W	CA30	2024	4/24/2024	7945
	Reagan	Joseph F.		C	CO05	2024	5/15/2024	10061629
	Recile	Rudy		C	CA08	2024	6/11/2024	10060163
	Recile	Rudy		X	CA08	2024	5/14/2024	30021301
Dr.	Reddy	Prasanth		C	KS03	2024	8/20/2024	10059385
Dr.	Reddy	Venkataprasanth		X	KS03	2024	5/8/2024	30021007
	Reeves	Jay		C	MN06	2024	3/2/2024	10056851
	Rehberg	Denny		C	MT02	2024	5/6/2024	10056925
Hon.	Reschenthaler	Guy Mr		O	PA14	2024	7/25/2025	10065963
Hon.	Reschenthaler	Guy Mr		X	PA14	2024	4/15/2025	30022642
	Rice	Mark		C	IL08	2024	5/13/2024	10057722
	Richmond	Quinn Lamar		C	CA37	2024	2/23/2024	10056819
Mr.	Riehle	Ray		C	CA06	2024	7/30/2025	10070457
	Riley	Cheryl		C	MD08	2024	4/13/2024	10057007
	Riley	Josh		C	NY19	2024	8/13/2024	10060133
	Riley	Josh		X	NY19	2024	5/14/2024	30021282
Hon.	Riley	Josh		H	NY19	2024	8/13/2025	10068019
Hon.	Riley	Josh		X	NY19	2024	5/12/2025	30023383
	Riley	Paul		C	VA05	2024	5/14/2024	10061114
	Rivas	Luz		C	CA29	2024	6/13/2024	10061170
	Rivas	Luz		X	CA29	2024	5/17/2024	30021760
Hon.	Rivas	Luz		H	CA29	2024	5/13/2025	10067736
Hon.	Roberson	Sandy		C	NC02	2024	7/11/2025	10071761
	Robertson	Mark		C	NV01	2024	5/13/2024	10060816
	Robinson	Roger David	Jr.	C	SC02	2024	5/31/2024	10062064
	Rochford	Robert Anthony		C	FL14	2024	7/8/2024	10061504
	Rochford	Robert Anthony		X	FL14	2024	5/17/2024	30021937
	Rochford	Robert Anthony		X	FL14	2024	6/18/2024	30022323
	Rodriguez	Antonio		C	TX05	2024	5/13/2024	10060710
	Rogers	Evelyn L (Louise)		C	OK01	2024	4/15/2024	10057421
	Rogers	Evelyn L (Louise)		C	OK01	2024	4/22/2024	8220238
	Rogers	Evelyn L (Louise)		D	OK01	2024	4/22/2024	8220235
	Rogers	Evelyn L (Louise)		W		2024		8220562
Hon.	Rogers	Harold Dallas		O	KY05	2024	8/12/2025	9115593
Hon.	Rogers	Harold Dallas		P	KY05	2024	2/20/2024	8220155
Hon.	Rogers	Harold Dallas		P	KY05	2024	3/13/2024	8220176
Hon.	Rogers	Harold Dallas		P	KY05	2024	4/10/2024	8220203
Hon.	Rogers	Harold Dallas		P	KY05	2024	5/9/2024	8220271
Hon.	Rogers	Harold Dallas		P	KY05	2024	6/26/2024	8220529
Hon.	Rogers	Harold Dallas		P	KY05	2024	7/10/2024	8220536
Hon.	Rogers	Harold Dallas		P	KY05	2024	8/1/2024	8220567
Hon.	Rogers	Harold Dallas		P	KY05	2024	9/11/2024	8220628
Hon.	Rogers	Harold Dallas		P	KY05	2024	11/1/2024	8220672
Hon.	Rogers	Harold Dallas		P	KY05	2024	12/5/2024	8220695
Hon.	Rogers	Harold Dallas		P	KY05	2024	1/10/2025	8220716
Hon.	Rogers	Harold Dallas		P	KY05	2024	1/10/2025	8220717
Hon.	Rogers	Harold Dallas		X	KY05	2024	5/9/2025	8220893
Hon.	Rogers	Mike		O	AL03	2024	6/20/2025	8221131
	Rollins	Will		C	CA41	2024	5/28/2024	10060090
	Rollins	Will		X	CA41	2024	5/14/2024	30021271
	Rosario	Angelina Sigala		C	CA13	2024	11/15/2024	10063110
Hon.	Rose	John W.		O	TN06	2024	9/12/2025	10067959
Hon.	Rose	John W.		X	TN06	2024	5/12/2025	30023350
Hon.	Ross	Deborah		O	NC02	2024	5/14/2025	10067035
Hon.	Ross	Deborah		P	NC02	2024	5/5/2024	20024986
	Rossi	Aidan Patrick Mr		X	NJ04	2024	7/9/2024	30022351
	Roth	Roger James	Jr.	C	WI08	2024	5/15/2024	10061111
Hon.	Rouzer	David		O	NC07	2024	8/1/2025	10068240
Hon.	Rouzer	David		X	NC07	2024	5/13/2025	30023495
Hon.	Rouzer	David		X	NC07	2024	6/18/2025	8221154
Hon.	Roy	Chip		O	TX21	2024	5/15/2025	10068654
Hon.	Roy	Chip		P	TX21	2024	4/11/2024	20024848
Hon.	Roy	Chip		P	TX21	2024	6/10/2024	20025201
	Rubin	Joel Martin		W	MD06	2024	4/23/2024	7944
	Ruby	Daniel		C	OR02	2024	4/6/2024	10056975
	Rudd	Shauna		C	KY06	2024	6/26/2024	10062357
Dr.	Rudman	Joel		C	FL01	2024	12/19/2024	10063183
	Rudow	Caleb		C	NC11	2024	5/17/2024	10059316
	Ruiz	Ben Ben		C	IN01	2024	7/11/2024	10062444
Hon.	Ruiz	Raul		O	CA25	2024	7/17/2025	10070301
Hon.	Ruiz	Raul		X	CA25	2024	5/15/2025	8220932
Hon.	Ruiz	Raul		X	CA25	2024	6/2/2025	8221093
Hon.	Rulli	Michael		A	OH06	2024	8/10/2026	10076252
Hon.	Rulli	Michael		O	OH06	2024	5/14/2025	10068716
Hon.	Rulli	Michael A.		C	OH06	2024	12/30/2024	10062513
	Runkel	Cheryl Ann		C	WI07	2024	4/29/2024	10059256
	Russ	David Honorable		C	OR06	2024	4/19/2025	10066353
Mr.	Russell	Ron Charles		C	ME01	2024	12/10/2025	10062461
Hon.	Rutherford	John		O	FL05	2024	5/13/2025	10066540
Hon.	Ryan	Patrick		O	NY18	2024	8/12/2025	10067905
Hon.	Ryan	Patrick		X	NY18	2024	5/11/2025	30023327
	Sabatini	Anthony		C	FL11	2024	5/22/2024	10061951
Mr.	Sadwick	Gregg Anthony		C	NY25	2024	5/14/2024	10060984
Mr.	Sajna	Cyrus Mr		C	TX14	2024	5/21/2025	10070286
	Salas	Rudy		C	CA22	2024	8/13/2024	10060812
	Salas	Rudy		X	CA22	2024	5/14/2024	30021609
Hon.	Salazar	Maria Elvira		O	FL27	2024	8/13/2025	10066968
Hon.	Salazar	Maria Elvira		P	FL27	2024	1/12/2024	20024296
Hon.	Salazar	Maria Elvira		P	FL27	2024	2/8/2024	20024465
Hon.	Salazar	Maria Elvira		P	FL27	2024	3/10/2024	20024649
Hon.	Salazar	Maria Elvira		P	FL27	2024	5/8/2024	20025014
Hon.	Salazar	Maria Elvira		P	FL27	2024	6/10/2024	20025236
Hon.	Salazar	Maria Elvira		P	FL27	2024	9/11/2024	20025813
Hon.	Salazar	Maria Elvira		P	FL27	2024	11/11/2024	20026184
Hon.	Salazar	Maria Elvira		X	FL27	2024	4/29/2025	30022929
	Salerno	Joe		C	NJ02	2024	8/4/2024	10060082
	Salerno	Joe		X	NJ02	2024	5/14/2024	30021270
Hon.	Salinas	Andrea		O	OR06	2024	5/14/2025	10068312
Hon.	Sanchez	Linda T.		O	CA38	2024	7/2/2025	10069010
Hon.	Sanchez	Linda T.		X	CA38	2024	5/15/2025	30023874
Hon.	Sanchez	Linda T.		X	CA38	2024	6/12/2025	30024165
	Sanders	Mark David Garcia		C	OK01	2024	5/13/2024	10060982
	Sauers	John		C	NJ11	2024	3/16/2024	10056908
	Saul	Joshua		C	MI01	2024	5/16/2024	10061849
	Saul	Joshua		X	MI01	2024	5/17/2024	30022181
	Saulie-Rohman	John		D	WA03	2024	5/13/2024	8220387
Hon.	Scalise	Steve		A	LA01	2024	8/13/2026	9116279
Hon.	Scalise	Steve		O	LA01	2024	6/25/2025	10067107
Hon.	Scalise	Steve		X	LA01	2024	5/1/2025	30022974
Hon.	Scanlon	Mary Gay		O	PA05	2024	5/14/2025	10067401
Mr.	Schaefer	Kurt		C	MO03	2024	5/14/2024	10056995
	Schaffner	Katrina		C	AZ05	2024	4/25/2024	10059176
Hon.	Schakowsky	Janice D.		O	IL09	2024	5/12/2025	10067235
Hon.	Schiff	Adam B.		E	CA30	2024	12/11/2024	8220705
	Schkeeper	Brian		C	NJ03	2024	5/16/2024	10061188
	Schmidt	Derek		C	KS02	2024	7/6/2024	10060171
	Schmidt	Derek		X	KS02	2024	5/14/2024	30021305
Hon.	Schmidt	Derek		H	KS02	2024	8/13/2025	10066814
Hon.	Schmidt	Derek		X	KS02	2024	5/7/2025	30023169
Mr.	Schmitz	John Palmer		C	IN07	2024	7/1/2024	10062371
Hon.	Schneider	Bradley S.		O	IL10	2024	8/6/2025	10065705
Hon.	Schneider	Bradley S.		X	IL10	2024	4/15/2025	30022565
	Schoengood	Sarah		C	NJ03	2024	5/29/2024	10062031
Hon.	Scholten	Hillary		O	MI03	2024	8/6/2025	10066092
Hon.	Scholten	Hillary		X	MI03	2024	4/16/2025	30022670
Hon.	Schrier	Kim Dr		O	WA08	2024	5/15/2025	10066345
Hon.	Schrier	Kim Dr		X	WA08	2024	5/14/2025	30023826
	Schultz	Jennifer		A	MN08	2024	9/4/2024	10062882
	Schultz	Jennifer		C	MN08	2024	9/2/2024	10062872
	Schwartz	Dan		C	NV03	2024	5/10/2024	10056777
	Schwartz	Dan		X	NV03	2024	2/21/2024	30019608
Hon.	Schweikert	David		O	AZ01	2024	8/13/2025	10068131
Hon.	Schweikert	David		X	AZ01	2024	5/12/2025	30023434
Hon.	Scott	Austin		O	GA08	2024	8/13/2025	10068497
Hon.	Scott	Austin		X	GA08	2024	5/14/2025	30023612
Hon.	Scott	David		O	GA13	2024	7/14/2025	10066567
Hon.	Scott	David		X	GA13	2024	4/23/2025	30022801
	Scott	Justin Nathaniel		C	SC06	2024	4/4/2024	10056965
Hon.	Scott	Robert C. "Bobby"		A	VA03	2024	5/14/2026	10078225
Hon.	Scott	Robert C. "Bobby"		O	VA03	2024	8/7/2025	10068065
Hon.	Scott	Robert C. "Bobby"		X	VA03	2024	5/13/2025	30023573
Dr.	Sebesta	Mark William		C	NY01	2024	7/24/2024	10062530
	Sein	Edward Upton		C	IN08	2024	4/26/2024	8220251
Hon.	Self	Keith Alan		O	TX03	2024	5/13/2025	8221149
Hon.	Sessions	Pete		A	TX17	2024	3/9/2026	10074475
Hon.	Sessions	Pete		O	TX17	2024	5/15/2025	10068144
Hon.	Sessions	Pete		P	TX17	2024	1/24/2024	20024212
Hon.	Sessions	Pete		P	TX17	2024	2/29/2024	20024375
Hon.	Sessions	Pete		P	TX17	2024	3/7/2024	20024632
Hon.	Sessions	Pete		P	TX17	2024	5/22/2024	20025115
Hon.	Sessions	Pete		P	TX17	2024	6/6/2024	20025214
Hon.	Sessions	Pete		P	TX17	2024	9/12/2024	20025848
Hon.	Sessions	Pete		P	TX17	2024	9/16/2024	20025867
Hon.	Sessions	Pete		P	TX17	2024	11/1/2024	20026126
Hon.	Sessions	Pete		P	TX17	2024	12/19/2024	20026446
Mr.	Sessler	Jerrod		C	WA04	2024	4/23/2024	10058989
	Sewell	Briana		C	VA07	2024	5/14/2024	10059478
Hon.	Sewell	Terri A.		O	AL07	2024	8/11/2025	10068080
Hon.	Sewell	Terrycina Andrea		X	AL07	2024	5/12/2025	30023415
Dr.	Shah	Amish		C	AZ01	2024	9/17/2024	10062930
	Shankland	Katrina		A	WI03	2024	5/15/2024	10061844
	Shankland	Katrina		C	WI03	2024	5/13/2024	10059364
	Shea	Cornelius		D	MA02	2024	8/22/2024	40003686
	Sheridan	Timothy J.		W	CA41	2024	5/14/2024	7965
Hon.	Sherman	Brad		O	CA32	2024	5/9/2025	8221129
Hon.	Sherrill	Mikie		O	NJ11	2024	8/13/2025	10067322
Hon.	Sherrill	Mikie		P	NJ11	2024	5/13/2024	20025065
Hon.	Sherrill	Mikie		P	NJ11	2024	5/15/2024	20025087
Hon.	Sherrill	Mikie		X	NJ11	2024	5/5/2025	30023057
Dr.	Sherrill	Peter W.		C	NY16	2024	5/25/2024	10061048
Dr.	Sherrill	Peter W.		X	NY16	2024	5/17/2024	30021694
Mr.	Sheth	Nirav		C	WA10	2024	5/2/2024	10059626
	Shreve	Jefferson		C	IN06	2024	4/5/2024	10056944
Hon.	Shreve	Jefferson		H	IN06	2024	6/22/2025	10067311
Hon.	Shreve	Jefferson		X	IN06	2024	5/5/2025	30023052
	Silva	Mary		C	WA01	2024	7/14/2024	10059880
	Silva	Mary		X	WA01	2024	5/15/2024	8220405
	Silva	Thomas W.		C	CO07	2024	5/1/2024	10059531
Dr.	Simon	Fred Joseph		C	NV02	2024	5/5/2024	10059767
	Simon	Lateefah		C	CA12	2024	6/14/2024	10060189
	Simon	Lateefah		X	CA12	2024	5/14/2024	30021309
Hon.	Simon	Lateefah		H	CA12	2024	8/13/2025	10068046
Hon.	Simon	Lateefah		X	CA12	2024	5/13/2025	30023534
Hon.	Simon	Lateefah		X	CA12	2024	6/18/2025	30024189
Hon.	Simon	Lateefah		X	CA12	2024	7/15/2025	30025278
Hon.	Simpson	Michael K.		O	ID02	2024	5/14/2025	10068482
	Singleton	Phillip		C	GA03	2024	5/20/2024	10061922
Dr.	Sitka	John	III	A	VA03	2024	5/14/2024	10061230
Dr.	Sitka	John	III	C	VA03	2024	5/14/2024	10061128
	Slater	Christopher K.		W	FL01	2024	1/29/2025	7998
	Smiley	Heather		D	MI06	2024	8/6/2024	40003681
	Smiley	Tiffany		C	WA04	2024	7/7/2024	10062084
	Smiley	Tiffany		X	WA04	2024	6/12/2024	30022279
Hon.	Smith	Adam		O	WA09	2024	4/20/2025	10066320
Hon.	Smith	Adrian		O	NE03	2024	5/14/2025	10067347
Hon.	Smith	Adrian		P	NE03	2024	3/1/2024	20024577
Hon.	Smith	Christopher H.		O	NJ04	2024	5/15/2025	10069050
Hon.	Smith	Jason T.		O	MO08	2024	8/12/2025	10068122
Hon.	Smith	Jason T.		X	MO08	2024	5/12/2025	30023431
	Smith	Kasandra L.		C	TN09	2024	6/26/2024	10062310
	Smith	Kasandra L.		D	TN09	2024	6/12/2024	8220525
	Smith	Sandy		W	NC01	2024	6/17/2024	7987
	Smith	Tim		C	IN03	2024	7/6/2024	10062407
Hon.	Smucker	Lloyd K.		O	PA11	2024	8/6/2025	10067727
Hon.	Smucker	Lloyd K.		X	PA11	2024	5/12/2025	30023426
Hon.	Smucker	Lloyd K.		X	PA11	2024	6/2/2025	8221098
	Sobocinski	Gregory		X	NJ03	2024	5/17/2024	30021879
	Soboleski	Mike		C	ME02	2024	5/10/2024	10060054
Mr.	Somberg	Nicholas		C	MI11	2024	5/14/2024	10061134
	Song	George		C	NJ05	2024	5/13/2024	10060181
	Sonza	Orlando		C	OH01	2024	5/11/2024	10060611
Hon.	Sorensen	Eric		O	IL17	2024	8/4/2025	10068253
Hon.	Sorensen	Eric		X	IL17	2024	5/13/2025	30023502
	Soriano	Gavriel Eliyahu		C	FL11	2024	1/15/2026	10073206
Hon.	Soto	Darren		O	FL09	2024	5/9/2025	10067814
Hon.	Spanberger	Abigail		P	VA07	2024	6/5/2024	20025205
Hon.	Spanberger	Abigail		P	VA07	2024	6/6/2024	20025224
Hon.	Spartz	Victoria		O	IN05	2024	5/15/2025	10069033
Hon.	Spartz	Victoria		P	IN05	2024	2/15/2024	20024515
Hon.	Spartz	Victoria		P	IN05	2024	7/25/2024	20025519
Hon.	Spartz	Victoria		P	IN05	2024	11/4/2024	20026136
	Speedy	Mike		C	IN06	2024	4/6/2024	10056963
	Speedy	Mike		X	IN06	2024	2/7/2024	8220132
	St Mosley	Clinton		C	MI09	2024	5/11/2024	10059718
Ms.	Stamper	Katy L.		A	GA11	2024	5/9/2024	10060357
Ms.	Stamper	Katy L.		C	GA11	2024	4/21/2024	10057737
Hon.	Stansbury	Melanie		O	NM01	2024	5/14/2025	10068255
Hon.	Stanton	Greg		O	AZ04	2024	7/17/2025	10070403
Hon.	Stanton	Greg		X	AZ04	2024	5/9/2025	8220894
Hon.	Stauber	Peter Allen		O	MN08	2024	7/14/2025	10068406
Hon.	Stauber	Peter Allen		X	MN08	2024	5/13/2025	30023566
Hon.	Stefanik	Elise M.		O	NY21	2024	8/8/2025	9115582
Hon.	Stefanik	Elise M.		X	NY21	2024	6/2/2025	8221101
Hon.	Steil	Bryan George		O	WI01	2024	5/13/2025	10066871
	Steinberger	Robert J.		C	MD03	2024	4/19/2024	10056981
	Stelson	Janelle		C	PA10	2024	8/12/2024	10058823
	Stelson	Janelle		X	PA10	2024	5/14/2024	30021350
	Stephens	Shannon Emily		D	NY02	2024	1/30/2024	8220144
Hon.	Steube	Greg		O	FL17	2024	8/11/2025	10065961
Hon.	Steube	Greg		P	FL17	2024	3/15/2024	20024660
